tweet_text,cyberbullying_type
a he wasnt a prophet b there has been no peace for years,religion
youve got to be fucking kidding me,other_cyberbullying
yes fuck patrick is he dumb nigger like all nigger are like me sa,ethnicity
rt theres nothing funny about gay eating disorder self harming and rape jokes,gender
rt im not sexist but i dont think girls are funny,gender
the drivel is correct isis behaves exactly as the prophet mohammed behaved,religion
yes,other_cyberbullying
hehehee trying to but now very tempted,not_cyberbullying
a lot of the research supports that a student who gets bullied often resorts to bullylike behavior as a coping mechanism or kids who are bullies chances are bullied by someone outside of the school furlowec,age
nah a really bad data scientist with the worst sourcing methodologies ever,other_cyberbullying
almost every single girl who bullied me in middle school was in juvie by high school so i kind of know the feeling,age
you idiot zakir naik is a joke i as a muslim can confirm this he says that the prophet is prophesied by name in solomon the hebrew text has no such name also he cant even speak hebrew the hindu texts he quotes has no name of the prophet ask any hindu scholar,religion
racism is when u separate your white clothes from the colored oneswhile washing say no to racism and wash them all together,ethnicity
not doubting think feminist hypocrisy on ladies nights is a great example of their hypocrisy putting it out there,gender
thats an awesome name p,not_cyberbullying
i don’t understand why bringing awareness to blm movement makes this gentlemen think him or his kids are paying for anything in anyway you can acknowledge the past and recognize it’s led to an unfair world for black people and that doesn’t cost you anything,ethnicity
you are not bad people we muslims know you are different from the israeli regime the israeli regime kills children like isis both are terrorists i hope you are not upset do a little research on islam and the quran good luck my friends,religion
oooh sis do i have news for you he used gay as an insult made a rape joke emotionally abused his ex gf and is supposedly even more homophobic than the whole gay insult thing but i’m still not sure if those receipts are real,gender
early on in my twitter life i was targeted by feminazi types i locked the account and saved it,gender
lol fuck sebastian he was a bitch and your a dumb fucking nigger,ethnicity
i would hate if some of the girls i bullied in high school did this to me anything but this,age
can u take a serial in same way on the church sex scandals and islamic terrorism in name of religion on the interst of the public,religion
boy shutup lol why wasnt my williammm in school 😡,age
look at it this way kids who are abused at home then go to school to bully other kids don’t get a pass why because even if they themselves are exhibiting behavior they learnt at home they are still to be held accountable for hurting other kids,age
rt what idiot called them nazis instead of deutschbags,other_cyberbullying
i won the helping hand achievement in bully scholarship edition for trueachievement points,not_cyberbullying
